HAUSA,sakarcin banza ina ministan tsaro bashida wani amfani yakamata buhari ya cireshi,0
HAUSA,Allah shi tarwatsa mana ku,1
HAUSA,Karyar banza zaije kamfe dai dama waye yake daukar nauyin nasu,1
HAUSA,?ÿAmma Ku Rariya dan gindin uwar Ku wannan labari kuka fara bayar wa?,1
HAUSA,Amma Kai dabba ne jaki kuma jahili Koda yake ba kauye ne Kai baka shugo birni ba tukuna ko ka shugo ma sekayi shekara 40 sanan zaka waye,1
HAUSA,kai Ahmad kaine asalin dabba ai abunda yafada ai gaskiyane,1
HAUSA,Allah yatsinemasu makaryata kawai,1
HAUSA,Aikin banza rayukan talakawa baya gabanku burinku kawai ku koma kan kujerunku,1
HAUSA,Tsinanne duk dabaran daukan rayukan yan qasa wanda keson tsira da mutumcinsu don neman halal dinsu da kuma mabiya ka iya amma baka iya kare rayin kowa ba balle lafia,1
HAUSA,WALLAHI Indai akwai kungiyar can nageria WALLAHI baza adaina kashe hausawa da fulaniba inbamantaba duk tashin hankalindake a Jos kungiyar cance kekashe hausawa,1
HAUSA,Ansamu Sakararrun Shuwagabanni,1
HAUSA,"Ananne yafara koyan fashi da mukami. yanzu harya zama frof na barayin gwamnatin kasata Nigeria. To duk wanda ya saci kudinmu, ya Allah kahana shi abinda ya kenema.",1
HAUSA,"Indararo, gida naso kana kai daji.",1
HAUSA,"Kaima Daga Reply Dinka Mungane Kanadaga Cikin Masu Bautawa Buhari, Malalaci Cimazaune",1
HAUSA,bakin kaya haka zaku kare,1
ENGLISH,"All dis hausas. U av one thin in common. And dat is u are senseless. Even if u av it, u av used ur sense to milk cows. Shege !! u and buhari",1
ENGLISH,"And they say NIGERIA is a country????. Mtchewwww, #Nigeriaiszoo, rubbish country, somebody should coman gimme any type of slap dah wee tke me to AMERICA pls,",1
HAUSA,Majalistar tarayya bata rago bace bata kurma bace bata matsoraci bace bata marowaci bace Hon Abdulhalim liman Dan maliki kai zakai kai zaka iya,0
HAUSA,Ta Yi Kira Ga Shugaba Buhari Ya Kara Kaimi Wajen Kawo Karshe Kashe-Kashe Da ke Faruwa A Kasar Nan,0
HAUSA,talauci Ai yafi hauka dan har kafirci yana mayarda mutum,0
HAUSA,Karamin shegene Idan Yana Son Mutuwar Ae Lokacin Da Yasa Sai Yasami Wajen Da Ba Mutane,0
HAUSA,Bakin talaucinda buhari yasa shiyasa buhari kenan,0
HAUSA,Too wasu suna naman duniya wasu kuma suna neman barinta allah kayauta,0
HAUSA,Allah ya tsine mishi,1
HAUSA,SHEGE ALLAH YASA YA MUTU DON YA SHIGA WUTA DA HUJJA,1
HAUSA,?ÿALLAH SARKI QASATA NAJERIYA WAI HAR JAHANNAMA TAFIKI DADI,0
HAUSA,Jahili kenan,0
HAUSA,Mtwss Shirmen Banza MunaFukin Dan Izala Kawai Se Karya,1
HAUSA,Gaskiya mutane jahilci yayi musu yawa toh mu sai mungodewa buhari,0
HAUSA,"To ai kaine ma ka tabbatar da jahilcin naka a fili,?ÿ",1
HAUSA,"kazo zakayiwa mutane kinibibi hada kawo hadisi don ace kanada ilimi, alhali bayaninka ya tona maka asiri",1
HAUSA,Amna kai jakine wlh ana yimusu kisan kare dangi kuma kazo kace su godemasa tsabar rashin adalci?ÿ,1
HAUSA,baa taba kashe yan xamfara masu yawa ba kamar lokacin wannan shegiyar gwamnatin,1
HAUSA,yan iskan banza marar kunya,1
HAUSA,?ÿkaton banza,1
HAUSA,tshon banza dan Tasha?ÿ,1
HAUSA,Allah ya isa siyasa ba hauka bache,0
HAUSA,Kayi asara sabo da sun zuciya kaqi fadar gaskiya.,1
HAUSA,Allah yatsine ma dakai da Buhari,1
HAUSA,Kaidai Allah wadaranka munyi asararka?ÿ,1
HAUSA,"Kaji wani jaki, ana kashesu kma a hkan xsuyi godiya,?ÿ",1
HAUSA,Allah ya isan su,1
HAUSA,"?ÿZakasha dauri ne tsohon munafiki makiyin arewa,?ÿ",1
HAUSA,"#Abokiÿ#Almajiri has done it. I am a Northerner, PROUDLY NIGERIAN!",0
ENGLISH,"When Musa was asking me out back then in Bukuru(Jos ) I was shaking buttocks and calling him Aboki,now am having heart ache ",1
ENGLISH,You will ask aboki if his orange is sweet and he will swear it is.,1
ENGLISH,I don't like Nigeria. #nigeriaiszoo,1
ENGLISH,My mother called me katon banza for letting a mosquito escape from my grasp in her room. ,0
HAUSA,Football din banza. World cup dinma yaci uwarsa,1
HAUSA,The refree should be completely blamed.. Banza Dan shegiya.,1
HAUSA,Banza Dan shekiya Racist kawai,1
HAUSA,"When they showed messi my mom said ""ji jikin dan banza , kazami duk tattoo """,0
HAUSA,Mu kuma katan banza muna nan muna halaka kan mu.,0
ENGLISH,"hunder and lightning will surely descend and fire you Olori burukwu, Anuofia, shege banza, just listen to your idiatic self",1
HAUSA,Zaka dawo. Zamu ci ubanka kuwa,1
HAUSA,"Liman Muhammad Kenan, Musulmin Da Ya Ceci Kiristoci Maza Da Mata 'Yan Kabilar Berom",0
HAUSA,Baku ma ji sunan ba ARNE,1
HAUSA,Allah ya shafe berom a doron duniya domin kafirai ne original basu kaunar musulmi ko kadan,1
HAUSA,"kamata yayi kabar tsinannu yan birom duka akashe su ,shegu jinin fir,auna",1
HAUSA,"No, yafi kyau yabari a halaka su birom. Mutane da basuda addini. Akwai irin wa'inda za'a musu haka basu ba.",0
HAUSA,"Amma ku wawaye ne Rariya, Bbc Hausa sun sakaya fuskar shi saboda Security amma ku saboda tsabagen rashin iya aiki yasa kunyi upload din shi qarara",1
HAUSA,?ÿA bincika sosai ba mamaki yan kungiyar taadanci ce ta CAN.,1
HAUSA,Sojoji gomnati ne dai sun halaka yan ta'da a garin keana jihar nasrawa. Alzalumai ku ci gaba da kariyan ku.,0
HAUSA,Karya ce kawai,0
HAUSA,aikin banza,1
HAUSA,karyar banza da wofi.,1
HAUSA,"Amma fa har yanzu kasar india akwai talauci,",0
HAUSA,giyar mulki kinan sai natuna lokachin da baba yake campin harkuka yayi yachi talaka yana shan wahala?ÿ,0
HAUSA,"tabbas yayi abinda yadace duk musulmin kirki yayi,,,,,,, amma Fah karyayi tunanin akwai wani kirista dazai iya yimasa hakan koda kuwa daga cikin wadanda ya cetane .",0
HAUSA,Irin wanan qiyayyar har yanzu akwaita tsakaninmu dasu.,0
HAUSA,kuce sojoji kawai sunkashe fulani,0
HAUSA,Wasukiristochi sunkashe filani zakuche wan nan iskanchine dakirista aka kashe saikuche filana?ÿ,0
HAUSA,AHAKA zakaji buhari nacema fulani yan ta adda wai gaddafi yabasu bindiga suna ta addanci sbd yaga basu gata,0
HAUSA,Allah yakara daukaka alhÿSule Dudu Kofar Marusa?ÿAllah yakara yimaku jagoranchi na alkairi,0
HAUSA,Ba'a san mace tuwo ba sai miya ta kare,0
